Part Family,X,Y,Z,Material,4130,F22,Threading Type,JFE Lion,TenarisHydril Blue®,VAM TOP®,Coating Type,Phosphating,Xylan Coating,Ni Plating,Cu Plating,Carbide Coating,Weight (lbs),Length (inches),Diameter (inches),RM Cost/Lb,Alpha,Beta,Gamma,Price
Z,0,0,1,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,3036.27324,69,14,0.6214222859,4.2,1.05,1.02," $ 8,487.24 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,627.05643,57,7,0.6214222859,1.8,1.13,1.05, $ 832.21 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,363.03267,33,7,0.6214222859,1.8,1.2,1.01, $ 492.16 
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,17.9608,20,2,0.8300750243,2.5,1.13,1.05, $ 44.22 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,143.46189,71,3,0.6214222859,1.8,1.13,1.00, $ 181.33 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,808.236,25,12,0.8300750243,1.8,1.2,1.05," $ 1,521.59 "
Z,0,0,1,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,646.5888,20,12,0.6214222859,4.2,1.05,1.02," $ 1,807.40 "
Z,0,0,1,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,26.9412,30,2,0.6214222859,4.2,1.13,1.00, $ 79.46 
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,28.06375,5,5,0.6214222859,2.5,1.13,1.05, $ 51.73 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,2069.08416,36,16,0.6214222859,1.8,1.05,1.10," $ 2,673.13 "
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,1086.6284,40,11,0.8300750243,2.5,1.13,1.02," $ 2,599.06 "
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,449.02,20,10,0.8300750243,1.8,1.2,1.01, $ 813.13 
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,404.118,18,10,0.6214222859,2.5,1.2,1.05, $ 791.05 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,1466.94834,54,11,0.6214222859,1.8,1.13,1.02," $ 1,891.27 "
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,1100.32351,29,13,0.8300750243,1.8,1.05,1.00," $ 1,726.23 "
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,72.74124,9,6,0.6214222859,2.5,1.13,1.10, $ 140.47 
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,404.118,50,6,0.8300750243,2.5,1.13,1.00, $ 947.64 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,1100.099,25,14,0.6214222859,1.8,1.13,1.00," $ 1,390.50 "
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,258.63552,72,4,0.8300750243,1.8,1.2,1.10, $ 510.10 
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,169.72956,21,6,0.6214222859,2.5,1.05,1.00, $ 276.87 
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,501.10632,62,6,0.6214222859,2.5,1.13,1.02, $ 897.30 
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,1707.39855,45,13,0.6214222859,2.5,1.2,1.01," $ 3,214.88 "
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,2010.93607,53,13,0.8300750243,1.8,1.05,1.02," $ 3,217.94 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,58.3726,65,2,0.6214222859,2.5,1.2,1.05, $ 114.26 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,1792.93686,66,11,0.6214222859,1.8,1.05,1.05," $ 2,211.07 "
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,48.49416,6,6,0.6214222859,2.5,1.13,1.01, $ 85.98 
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,246.961,11,10,0.6214222859,2.5,1.2,1.00, $ 460.40 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,462.04158,42,7,0.8300750243,1.8,1.13,1.00, $ 780.10 
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,86.21184,24,4,0.6214222859,2.5,1.13,1.01, $ 152.86 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,3850.79552,67,16,0.8300750243,1.8,1.13,1.05," $ 6,826.66 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,836.52426,46,9,0.6214222859,1.8,1.13,1.00," $ 1,057.34 "
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,24.24708,12,3,0.8300750243,2.5,1.13,1.02, $ 58.00 
Z,0,0,1,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,842.13701,31,11,0.8300750243,4.2,1.05,1.00," $ 3,082.75 "
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,96.98832,48,3,0.8300750243,1.8,1.2,1.05, $ 182.59 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,709.22709,39,9,0.8300750243,1.8,1.13,1.01," $ 1,209.41 "
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,201.16096,56,4,0.8300750243,1.8,1.05,1.02, $ 321.90 
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,56.57652,63,2,0.6214222859,2.5,1.13,1.05, $ 104.29 
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,211.93744,59,4,0.6214222859,2.5,1.13,1.05, $ 390.66 
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,418.26213,23,9,0.8300750243,2.5,1.13,1.05," $ 1,029.85 "
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,2332.20988,53,14,0.8300750243,2.5,1.2,1.10," $ 6,388.50 "
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,660.0594,15,14,0.6214222859,1.8,1.2,1.02, $ 903.70 
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,3637.062,72,15,0.6214222859,2.5,1.13,1.05," $ 6,704.17 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,298.82281,11,11,0.6214222859,2.5,1.05,1.01, $ 492.32 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,46.69808,52,2,0.6214222859,1.8,1.05,1.00, $ 54.85 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,1257.256,56,10,0.6214222859,1.8,1.2,1.01," $ 1,704.46 "
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,179.608,50,4,0.8300750243,2.5,1.05,1.02, $ 399.18 
Z,0,0,1,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,32.32944,4,6,0.6214222859,4.2,1.13,1.01, $ 96.30 
Z,0,0,1,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,517.27104,36,8,0.6214222859,4.2,1.13,1.01," $ 1,540.83 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,154.01386,14,7,0.6214222859,2.5,1.2,1.01, $ 289.99 
Z,0,0,1,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,1648.80144,51,12,0.6214222859,4.2,1.05,1.00," $ 4,518.49 "
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,111.13245,55,3,0.8300750243,1.8,1.2,1.10, $ 219.18 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,2295.39024,71,12,0.6214222859,1.8,1.13,1.00," $ 2,901.31 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,763.78302,42,9,0.6214222859,1.8,1.13,1.01, $ 975.06 
Z,0,0,1,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,7.18432,8,2,0.8300750243,4.2,1.13,1.10, $ 31.13 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,1496.13464,34,14,0.8300750243,1.8,1.05,1.10," $ 2,581.92 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,373.58464,26,8,0.6214222859,2.5,1.2,1.00, $ 696.46 
Z,0,0,1,F22,0,1,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,145.9315,26,5,0.8300750243,4.2,1.13,1.05, $ 603.65 
Z,0,0,1,F22,0,1,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,355.62384,44,6,0.8300750243,4.2,1.13,1.01," $ 1,415.00 "
Z,0,0,1,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,1303.95408,48,11,0.6214222859,4.2,1.13,1.05," $ 4,038.00 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,460.69452,57,6,0.6214222859,2.5,1.05,1.00, $ 751.50 
Z,0,0,1,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,363.7062,20,9,0.8300750243,4.2,1.05,1.02," $ 1,358.02 "
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,709.22709,39,9,0.8300750243,2.5,1.2,1.05," $ 1,854.44 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,57.47456,64,2,0.8300750243,1.8,1.13,1.10, $ 106.74 
Z,0,0,1,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,1018.37736,56,9,0.8300750243,4.2,1.05,1.10," $ 4,100.69 "
Z,0,0,1,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,308.70125,55,5,0.6214222859,4.2,1.13,1.05, $ 955.97 
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,323.2944,10,12,0.8300750243,2.5,1.05,1.01, $ 711.49 
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,20.2059,10,3,0.8300750243,2.5,1.13,1.00, $ 47.38 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,445.42784,31,8,0.8300750243,1.8,1.2,1.02, $ 814.61 
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,39.28925,7,5,0.8300750243,2.5,1.13,1.05, $ 96.74 
Z,0,0,1,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,14.36864,4,4,0.8300750243,4.2,1.13,1.02, $ 57.74 
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,840.56544,26,12,0.6214222859,2.5,1.13,1.02," $ 1,505.14 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,2816.25344,49,16,0.6214222859,2.5,1.2,1.00," $ 5,250.25 "
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,2323.6785,46,15,0.6214222859,1.8,1.05,1.01," $ 2,756.42 "
Z,0,0,1,4130,1,0,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,67.353,12,5,0.6214222859,4.2,1.05,1.05, $ 193.81 
Z,0,0,1,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,461.81707,17,11,0.6214222859,4.2,1.13,1.05," $ 1,430.12 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,1369.511,61,10,0.6214222859,1.8,1.13,1.01," $ 1,748.34 "
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,1648.80144,51,12,0.8300750243,2.5,1.13,1.05," $ 4,059.70 "
Z,0,0,1,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,1738.60544,64,11,0.6214222859,4.2,1.2,1.00," $ 5,445.26 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,991.43616,69,8,0.8300750243,1.8,1.13,1.01," $ 1,690.65 "
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,14.36864,16,2,0.8300750243,2.5,1.2,1.02, $ 36.50 
Z,0,0,1,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,117.86775,21,5,0.8300750243,4.2,1.2,1.02, $ 502.97 
Z,0,0,1,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,872.89488,27,12,0.8300750243,4.2,1.05,1.10," $ 3,514.88 "
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,185.89428,23,6,0.6214222859,2.5,1.13,1.05, $ 342.66 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,145.48248,18,6,0.6214222859,1.8,1.2,1.05, $ 205.04 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,531.63968,37,8,0.8300750243,1.8,1.2,1.02, $ 972.27 
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,833.38112,58,8,0.6214222859,2.5,1.05,1.02," $ 1,386.63 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,597.64562,22,11,0.6214222859,2.5,1.2,1.05," $ 1,169.88 "
Z,0,0,1,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,339.45912,42,6,0.6214222859,4.2,1.13,1.00," $ 1,001.16 "
Z,0,0,1,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,1196.18928,37,12,0.6214222859,4.2,1.05,1.01," $ 3,310.90 "
Z,0,0,1,4130,1,0,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,215.5296,15,8,0.6214222859,4.2,1.2,1.10, $ 742.54 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,2241.50784,39,16,0.6214222859,1.8,1.2,1.00," $ 3,008.71 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,1369.511,61,10,0.6214222859,1.8,1.13,1.01," $ 1,748.34 "
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,94.96773,47,3,0.8300750243,1.8,1.2,1.00, $ 170.27 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,1972.99388,52,13,0.6214222859,1.8,1.05,1.00," $ 2,317.26 "
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,1369.511,61,10,0.8300750243,2.5,1.05,1.05," $ 3,133.30 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,2508.22572,57,14,0.8300750243,1.8,1.13,1.01," $ 4,277.17 "
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,303.0885,6,15,0.6214222859,2.5,1.13,1.10, $ 585.29 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,1100.099,49,10,0.8300750243,1.8,1.05,1.01," $ 1,743.14 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,1711.43973,63,11,0.6214222859,2.5,1.05,1.05," $ 2,931.35 "
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,1196.18928,37,12,0.8300750243,2.5,1.05,1.10," $ 2,867.08 "
Z,0,0,1,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,176.01584,49,4,0.6214222859,4.2,1.2,1.02, $ 562.30 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,396.03564,49,6,0.8300750243,1.8,1.05,1.05, $ 652.38 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,51.18828,57,2,0.6214222859,1.8,1.13,1.05, $ 67.94 
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,632.22016,44,8,0.8300750243,2.5,1.2,1.05," $ 1,653.09 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,48.49416,54,2,0.6214222859,2.5,1.2,1.01, $ 91.31 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,63.76084,71,2,0.6214222859,1.8,1.05,1.01, $ 75.64 
Z,0,0,1,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,89.804,25,4,0.6214222859,4.2,1.13,1.01, $ 267.50 
Z,0,0,1,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,775.90656,54,8,0.6214222859,4.2,1.05,1.01," $ 2,147.61 "
Z,0,0,1,F22,0,1,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,945.63612,52,9,0.8300750243,4.2,1.05,1.01," $ 3,496.24 "
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,2778.31125,55,15,0.6214222859,1.8,1.2,1.02," $ 3,803.83 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,5.38824,6,2,0.6214222859,2.5,1.2,1.00, $ 10.05 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,1515.4425,30,15,0.8300750243,1.8,1.13,1.00," $ 2,558.63 "
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,2873.728,50,16,0.6214222859,2.5,1.13,1.00," $ 5,044.88 "
Z,0,0,1,4130,1,0,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,745.59771,41,9,0.6214222859,4.2,1.05,1.10," $ 2,247.62 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,129.31776,4,12,0.8300750243,1.8,1.13,1.01, $ 220.52 
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,1907.43696,59,12,0.8300750243,2.5,1.2,1.10," $ 5,224.94 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,16.16472,18,2,0.6214222859,2.5,1.2,1.10, $ 33.15 
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,1521.27976,56,11,0.6214222859,2.5,1.05,1.05," $ 2,605.64 "
Z,0,0,1,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,145.9315,26,5,0.6214222859,4.2,1.2,1.02, $ 466.19 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,1521.27976,56,11,0.8300750243,1.8,1.2,1.00," $ 2,727.60 "
Z,0,0,1,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,325.5395,58,5,0.6214222859,4.2,1.05,1.00, $ 892.13 
Z,0,0,1,F22,0,1,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,172.42368,48,4,0.8300750243,4.2,1.2,1.10, $ 793.48 
Z,0,0,1,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,428.36508,53,6,0.8300750243,4.2,1.05,1.02," $ 1,599.45 "
Z,0,0,1,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,88.90596,11,6,0.8300750243,4.2,1.13,1.00, $ 350.25 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,353.15423,13,11,0.8300750243,1.8,1.05,1.02, $ 565.12 
Z,0,0,1,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,210.14136,26,6,0.6214222859,4.2,1.2,1.02, $ 671.32 
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,38.39121,19,3,0.6214222859,2.5,1.2,1.10, $ 78.73 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,1972.09584,61,12,0.8300750243,1.8,1.2,1.05," $ 3,712.69 "
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,418.26213,23,9,0.8300750243,2.5,1.2,1.10," $ 1,145.72 "
Z,0,0,1,F22,0,1,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,1010.295,20,15,0.8300750243,4.2,1.2,1.10," $ 4,649.31 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,781.07029,71,7,0.6214222859,2.5,1.05,1.00," $ 1,274.11 "
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,299.04732,37,6,0.8300750243,2.5,1.13,1.00, $ 701.25 
Z,0,0,1,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,58.3726,65,2,0.8300750243,4.2,1.05,1.00, $ 213.68 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,654.67116,36,9,0.6214222859,1.8,1.13,1.10, $ 910.24 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,387.95328,48,6,0.6214222859,1.8,1.05,1.01, $ 460.20 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,47.59612,53,2,0.6214222859,1.8,1.13,1.05, $ 63.17 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,2390.35797,63,13,0.6214222859,1.8,1.2,1.05," $ 3,368.94 "
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,808.236,36,10,0.8300750243,1.8,1.05,1.01," $ 1,280.67 "
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,2298.9824,40,16,0.8300750243,1.8,1.2,1.00," $ 4,121.99 "
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,2238.58921,59,13,0.6214222859,1.8,1.2,1.02," $ 3,064.89 "
