Part Family,X,Y,Z,Material,4130,F22,Threading Type,JFE Lion,TenarisHydril Blue®,VAM TOP®,Coating Type,Phosphating,Xylan Coating,Ni Plating,Cu Plating,Carbide Coating,Weight (lbs),Length (inches),Diameter (inches),RM Cost/Lb,Alpha,Beta,Gamma,Price
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,258.63552,72,4,0.8300750243,1.8,1.2,1.10, $ 510.10 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,2010.93607,53,13,0.8300750243,1.8,1.05,1.02," $ 3,217.94 "
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,1792.93686,66,11,0.6214222859,1.8,1.05,1.05," $ 2,211.07 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,462.04158,42,7,0.8300750243,1.8,1.13,1.00, $ 780.10 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,836.52426,46,9,0.6214222859,1.8,1.13,1.00," $ 1,057.34 "
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,96.98832,48,3,0.8300750243,1.8,1.2,1.05, $ 182.59 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,709.22709,39,9,0.8300750243,1.8,1.13,1.01," $ 1,209.41 "
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,201.16096,56,4,0.8300750243,1.8,1.05,1.02, $ 321.90 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,660.0594,15,14,0.6214222859,1.8,1.2,1.02, $ 903.70 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,46.69808,52,2,0.6214222859,1.8,1.05,1.00, $ 54.85 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,1257.256,56,10,0.6214222859,1.8,1.2,1.01," $ 1,704.46 "
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,111.13245,55,3,0.8300750243,1.8,1.2,1.10, $ 219.18 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,2295.39024,71,12,0.6214222859,1.8,1.13,1.00," $ 2,901.31 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,763.78302,42,9,0.6214222859,1.8,1.13,1.01, $ 975.06 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,1496.13464,34,14,0.8300750243,1.8,1.05,1.10," $ 2,581.92 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,57.47456,64,2,0.8300750243,1.8,1.13,1.10, $ 106.74 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,445.42784,31,8,0.8300750243,1.8,1.2,1.02, $ 814.61 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,2323.6785,46,15,0.6214222859,1.8,1.05,1.01," $ 2,756.42 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,1369.511,61,10,0.6214222859,1.8,1.13,1.01," $ 1,748.34 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,991.43616,69,8,0.8300750243,1.8,1.13,1.01," $ 1,690.65 "
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,145.48248,18,6,0.6214222859,1.8,1.2,1.05, $ 205.04 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,531.63968,37,8,0.8300750243,1.8,1.2,1.02, $ 972.27 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,2241.50784,39,16,0.6214222859,1.8,1.2,1.00," $ 3,008.71 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,1369.511,61,10,0.6214222859,1.8,1.13,1.01," $ 1,748.34 "
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,94.96773,47,3,0.8300750243,1.8,1.2,1.00, $ 170.27 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,1972.99388,52,13,0.6214222859,1.8,1.05,1.00," $ 2,317.26 "
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,1100.099,49,10,0.8300750243,1.8,1.05,1.01," $ 1,743.14 "
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,396.03564,49,6,0.8300750243,1.8,1.05,1.05, $ 652.38 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,51.18828,57,2,0.6214222859,1.8,1.13,1.05, $ 67.94 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,63.76084,71,2,0.6214222859,1.8,1.05,1.01, $ 75.64 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,2778.31125,55,15,0.6214222859,1.8,1.2,1.02," $ 3,803.83 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,1515.4425,30,15,0.8300750243,1.8,1.13,1.00," $ 2,558.63 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,129.31776,4,12,0.8300750243,1.8,1.13,1.01, $ 220.52 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,1521.27976,56,11,0.8300750243,1.8,1.2,1.00," $ 2,727.60 "
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,353.15423,13,11,0.8300750243,1.8,1.05,1.02, $ 565.12 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,1972.09584,61,12,0.8300750243,1.8,1.2,1.05," $ 3,712.69 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,654.67116,36,9,0.6214222859,1.8,1.13,1.10, $ 910.24 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,387.95328,48,6,0.6214222859,1.8,1.05,1.01, $ 460.20 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,47.59612,53,2,0.6214222859,1.8,1.13,1.05, $ 63.17 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,2390.35797,63,13,0.6214222859,1.8,1.2,1.05," $ 3,368.94 "
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,808.236,36,10,0.8300750243,1.8,1.05,1.01," $ 1,280.67 "
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,2238.58921,59,13,0.6214222859,1.8,1.2,1.02," $ 3,064.89 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,18.18531,9,3,0.6214222859,1.8,1.13,1.10, $ 25.28 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,1385.45121,51,11,0.6214222859,1.8,1.13,1.10," $ 1,926.29 "
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,64.65888,72,2,0.6214222859,1.8,1.05,1.00, $ 75.94 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,1109.30391,61,9,0.6214222859,1.8,1.13,1.02," $ 1,430.17 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,309.15027,17,9,0.8300750243,1.8,1.13,1.02, $ 532.40 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,16.16472,8,3,0.8300750243,1.8,1.13,1.02, $ 27.84 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,543.3142,20,11,0.8300750243,1.8,1.13,1.00, $ 917.32 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,787.80559,29,11,0.6214222859,1.8,1.2,1.01," $ 1,068.02 "
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,1818.531,36,15,0.8300750243,1.8,1.2,1.02," $ 3,325.77 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,2677.28175,53,15,0.6214222859,1.8,1.13,1.10," $ 3,722.41 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,740.883,33,10,0.6214222859,1.8,1.13,1.10," $ 1,030.10 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,1875.10752,58,12,0.8300750243,1.8,1.13,1.05," $ 3,324.17 "
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,308.70125,55,5,0.6214222859,1.8,1.05,1.01, $ 366.19 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,2332.20988,53,14,0.6214222859,1.8,1.13,1.10," $ 3,242.64 "
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,297.02673,27,7,0.8300750243,1.8,1.05,1.00, $ 465.99 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,1901.5997,70,11,0.8300750243,1.8,1.2,1.05," $ 3,579.97 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,2263.0608,70,12,0.8300750243,1.8,1.13,1.00," $ 3,820.89 "
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,22.451,4,5,0.8300750243,1.8,1.05,1.00, $ 35.22 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,13.4706,15,2,0.6214222859,1.8,1.13,1.05, $ 17.88 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,1122.55,50,10,0.8300750243,1.8,1.05,1.00," $ 1,761.10 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,379.4219,10,13,0.8300750243,1.8,1.13,1.02, $ 653.42 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,1459.315,65,10,0.6214222859,1.8,1.05,1.02," $ 1,748.23 "
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,125.7256,35,4,0.6214222859,1.8,1.05,1.02, $ 150.62 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,2728.24552,62,14,0.6214222859,1.8,1.2,1.00," $ 3,662.05 "
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,549.60048,17,12,0.6214222859,1.8,1.2,1.00, $ 737.71 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,21.55296,24,2,0.6214222859,1.8,1.05,1.02, $ 25.82 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,574.7456,10,16,0.6214222859,1.8,1.05,1.00, $ 675.03 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,297.02673,27,7,0.8300750243,1.8,1.13,1.05, $ 526.57 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,459.79648,32,8,0.6214222859,1.8,1.13,1.01, $ 586.98 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,1149.4912,20,16,0.8300750243,1.8,1.13,1.10," $ 2,134.85 "
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,78.5785,14,5,0.8300750243,1.8,1.2,1.02, $ 143.71 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,255.04336,71,4,0.8300750243,1.8,1.2,1.02, $ 466.43 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,1012.09108,23,14,0.6214222859,1.8,1.05,1.02," $ 1,212.46 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,488.98278,18,11,0.8300750243,1.8,1.13,1.10, $ 908.14 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,2011.6096,35,16,0.6214222859,1.8,1.05,1.05," $ 2,480.74 "
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,451.04059,41,7,0.6214222859,1.8,1.05,1.05, $ 556.23 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,57.47456,16,4,0.8300750243,1.8,1.13,1.05, $ 101.89 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,79.02752,22,4,0.8300750243,1.8,1.05,1.10, $ 136.38 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,2374.19325,47,15,0.8300750243,1.8,1.05,1.02," $ 3,799.23 "
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,23.34904,26,2,0.8300750243,1.8,1.05,1.10, $ 40.29 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,1928.76541,71,11,0.8300750243,1.8,1.13,1.02," $ 3,321.60 "
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,495.04455,45,7,0.6214222859,1.8,1.2,1.01, $ 671.13 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,287.3728,5,16,0.6214222859,1.8,1.13,1.02, $ 370.50 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,679.14275,25,11,0.8300750243,1.8,1.05,1.00," $ 1,065.47 "
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,244.26688,68,4,0.6214222859,1.8,1.2,1.01, $ 331.15 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,1781.71136,31,16,0.6214222859,1.8,1.05,1.00," $ 2,092.60 "
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,215.5296,60,4,0.8300750243,1.8,1.05,1.10, $ 371.95 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,12.57256,14,2,0.8300750243,1.8,1.13,1.10, $ 23.35 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,1436.864,25,16,0.6214222859,1.8,1.2,1.02," $ 1,967.24 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,1724.2368,30,16,0.8300750243,1.8,1.13,1.00," $ 2,911.15 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,3103.62624,54,16,0.6214222859,1.8,1.13,1.00," $ 3,922.90 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,573.84756,71,6,0.6214222859,1.8,1.13,1.02, $ 739.83 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,303.0885,6,15,0.8300750243,1.8,1.13,1.01, $ 516.84 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,121.2354,15,6,0.6214222859,1.8,1.13,1.02, $ 156.30 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,196.44625,35,5,0.6214222859,1.8,1.13,1.01, $ 250.79 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,1479.74541,39,13,0.8300750243,1.8,1.2,1.10," $ 2,918.44 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,1358.2855,50,11,0.6214222859,1.8,1.13,1.00," $ 1,716.84 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,660.0594,15,14,0.6214222859,1.8,1.13,1.02, $ 850.98 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,671.06039,61,7,0.6214222859,1.8,1.13,1.05, $ 890.61 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,617.85152,43,8,0.8300750243,1.8,1.2,1.10," $ 1,218.56 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,71.8432,5,8,0.8300750243,1.8,1.13,1.02, $ 123.72 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,111.13245,55,3,0.8300750243,1.8,1.13,1.10, $ 206.40 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,1320.1188,30,14,0.8300750243,1.8,1.05,1.01," $ 2,091.77 "
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,251.4512,70,4,0.8300750243,1.8,1.2,1.01, $ 455.35 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,86.21184,6,8,0.6214222859,1.8,1.2,1.05, $ 121.51 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,605.05445,55,7,0.6214222859,1.8,1.05,1.10, $ 781.69 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,165.23936,46,4,0.6214222859,1.8,1.05,1.02, $ 197.95 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,56.57652,28,3,0.6214222859,1.8,1.13,1.01, $ 72.23 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,905.22432,28,12,0.6214222859,1.8,1.2,1.00," $ 1,215.06 "
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,2904.26136,66,14,0.6214222859,1.8,1.2,1.02," $ 3,976.28 "
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,80.8236,10,6,0.6214222859,1.8,1.13,1.05, $ 107.27 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,583.05247,53,7,0.6214222859,1.8,1.2,1.00, $ 782.62 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,1357.83648,42,12,0.6214222859,1.8,1.05,1.10," $ 1,754.24 "
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,570.47991,21,11,0.6214222859,1.8,1.05,1.02, $ 683.42 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,201.16096,56,4,0.8300750243,1.8,1.05,1.10, $ 347.15 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,14.36864,16,2,0.8300750243,1.8,1.13,1.02, $ 24.74 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,2124.76264,56,13,0.6214222859,1.8,1.2,1.10," $ 3,137.21 "
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,1783.28293,47,13,0.6214222859,1.8,1.2,1.10," $ 2,633.02 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,6.28628,7,2,0.8300750243,1.8,1.13,1.05, $ 11.14 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,336.765,60,5,0.8300750243,1.8,1.05,1.00, $ 528.33 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,781.96833,43,9,0.8300750243,1.8,1.05,1.01," $ 1,239.05 "
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,201.16096,14,8,0.8300750243,1.8,1.13,1.10, $ 373.60 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,347.54148,43,6,0.6214222859,1.8,1.13,1.02, $ 448.07 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,707.2065,14,15,0.8300750243,1.8,1.13,1.02," $ 1,217.91 "
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,1032.746,46,10,0.6214222859,1.8,1.2,1.10," $ 1,524.85 "
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,1549.119,69,10,0.6214222859,1.8,1.2,1.05," $ 2,183.31 "
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,1010.295,20,15,0.6214222859,1.8,1.05,1.05," $ 1,245.91 "
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,1144.10296,26,14,0.8300750243,1.8,1.05,1.02," $ 1,830.81 "
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,143.01287,13,7,0.8300750243,1.8,1.05,1.05, $ 235.58 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,104.17264,29,4,0.6214222859,1.8,1.13,1.10, $ 144.84 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,291.863,52,5,0.8300750243,1.8,1.13,1.10, $ 542.05 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,86.21184,6,8,0.8300750243,1.8,1.05,1.01, $ 136.61 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,376.05425,67,5,0.6214222859,1.8,1.13,1.01, $ 480.08 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,760.63988,28,11,0.8300750243,1.8,1.05,1.10," $ 1,312.66 "
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,2323.6785,46,15,0.6214222859,1.8,1.2,1.01," $ 3,150.20 "
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,301.74144,21,8,0.6214222859,1.8,1.05,1.00, $ 354.39 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,583.05247,53,7,0.6214222859,1.8,1.05,1.00, $ 684.79 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,1000.19205,55,9,0.8300750243,1.8,1.05,1.01," $ 1,584.83 "
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,1000.19205,55,9,0.6214222859,1.8,1.2,1.05," $ 1,409.66 "
