Part Family,X,Y,Z,Material,4130,F22,Threading Type,JFE Lion,TenarisHydril Blue®,VAM TOP®,Coating Type,Phosphating,Xylan Coating,Ni Plating,Cu Plating,Carbide Coating,Weight (lbs),Length (inches),Diameter (inches),RM Cost/Lb,Alpha,Beta,Gamma,Price
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,660.0594,15,14,0.6214222859,1.8,1.2,1.02, $ 903.70 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,46.69808,52,2,0.6214222859,1.8,1.05,1.00, $ 54.85 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,111.13245,55,3,0.8300750243,1.8,1.2,1.10, $ 219.18 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,763.78302,42,9,0.6214222859,1.8,1.13,1.01, $ 975.06 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,57.47456,64,2,0.8300750243,1.8,1.13,1.10, $ 106.74 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,445.42784,31,8,0.8300750243,1.8,1.2,1.02, $ 814.61 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,145.48248,18,6,0.6214222859,1.8,1.2,1.05, $ 205.04 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,531.63968,37,8,0.8300750243,1.8,1.2,1.02, $ 972.27 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,94.96773,47,3,0.8300750243,1.8,1.2,1.00, $ 170.27 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,396.03564,49,6,0.8300750243,1.8,1.05,1.05, $ 652.38 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,51.18828,57,2,0.6214222859,1.8,1.13,1.05, $ 67.94 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,63.76084,71,2,0.6214222859,1.8,1.05,1.01, $ 75.64 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,129.31776,4,12,0.8300750243,1.8,1.13,1.01, $ 220.52 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,353.15423,13,11,0.8300750243,1.8,1.05,1.02, $ 565.12 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,654.67116,36,9,0.6214222859,1.8,1.13,1.10, $ 910.24 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,387.95328,48,6,0.6214222859,1.8,1.05,1.01, $ 460.20 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,47.59612,53,2,0.6214222859,1.8,1.13,1.05, $ 63.17 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,18.18531,9,3,0.6214222859,1.8,1.13,1.10, $ 25.28 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,64.65888,72,2,0.6214222859,1.8,1.05,1.00, $ 75.94 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,309.15027,17,9,0.8300750243,1.8,1.13,1.02, $ 532.40 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,16.16472,8,3,0.8300750243,1.8,1.13,1.02, $ 27.84 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,543.3142,20,11,0.8300750243,1.8,1.13,1.00, $ 917.32 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,308.70125,55,5,0.6214222859,1.8,1.05,1.01, $ 366.19 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,297.02673,27,7,0.8300750243,1.8,1.05,1.00, $ 465.99 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,22.451,4,5,0.8300750243,1.8,1.05,1.00, $ 35.22 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,13.4706,15,2,0.6214222859,1.8,1.13,1.05, $ 17.88 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,379.4219,10,13,0.8300750243,1.8,1.13,1.02, $ 653.42 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,125.7256,35,4,0.6214222859,1.8,1.05,1.02, $ 150.62 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,549.60048,17,12,0.6214222859,1.8,1.2,1.00, $ 737.71 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,21.55296,24,2,0.6214222859,1.8,1.05,1.02, $ 25.82 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,574.7456,10,16,0.6214222859,1.8,1.05,1.00, $ 675.03 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,297.02673,27,7,0.8300750243,1.8,1.13,1.05, $ 526.57 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,459.79648,32,8,0.6214222859,1.8,1.13,1.01, $ 586.98 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,78.5785,14,5,0.8300750243,1.8,1.2,1.02, $ 143.71 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,255.04336,71,4,0.8300750243,1.8,1.2,1.02, $ 466.43 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,488.98278,18,11,0.8300750243,1.8,1.13,1.10, $ 908.14 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,451.04059,41,7,0.6214222859,1.8,1.05,1.05, $ 556.23 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,57.47456,16,4,0.8300750243,1.8,1.13,1.05, $ 101.89 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,79.02752,22,4,0.8300750243,1.8,1.05,1.10, $ 136.38 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,23.34904,26,2,0.8300750243,1.8,1.05,1.10, $ 40.29 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,495.04455,45,7,0.6214222859,1.8,1.2,1.01, $ 671.13 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,287.3728,5,16,0.6214222859,1.8,1.13,1.02, $ 370.50 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,244.26688,68,4,0.6214222859,1.8,1.2,1.01, $ 331.15 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,215.5296,60,4,0.8300750243,1.8,1.05,1.10, $ 371.95 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,12.57256,14,2,0.8300750243,1.8,1.13,1.10, $ 23.35 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,573.84756,71,6,0.6214222859,1.8,1.13,1.02, $ 739.83 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,303.0885,6,15,0.8300750243,1.8,1.13,1.01, $ 516.84 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,121.2354,15,6,0.6214222859,1.8,1.13,1.02, $ 156.30 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,196.44625,35,5,0.6214222859,1.8,1.13,1.01, $ 250.79 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,660.0594,15,14,0.6214222859,1.8,1.13,1.02, $ 850.98 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,671.06039,61,7,0.6214222859,1.8,1.13,1.05, $ 890.61 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,71.8432,5,8,0.8300750243,1.8,1.13,1.02, $ 123.72 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,111.13245,55,3,0.8300750243,1.8,1.13,1.10, $ 206.40 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,251.4512,70,4,0.8300750243,1.8,1.2,1.01, $ 455.35 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,86.21184,6,8,0.6214222859,1.8,1.2,1.05, $ 121.51 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,605.05445,55,7,0.6214222859,1.8,1.05,1.10, $ 781.69 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,165.23936,46,4,0.6214222859,1.8,1.05,1.02, $ 197.95 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,56.57652,28,3,0.6214222859,1.8,1.13,1.01, $ 72.23 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,80.8236,10,6,0.6214222859,1.8,1.13,1.05, $ 107.27 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,583.05247,53,7,0.6214222859,1.8,1.2,1.00, $ 782.62 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,570.47991,21,11,0.6214222859,1.8,1.05,1.02, $ 683.42 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,201.16096,56,4,0.8300750243,1.8,1.05,1.10, $ 347.15 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,14.36864,16,2,0.8300750243,1.8,1.13,1.02, $ 24.74 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,6.28628,7,2,0.8300750243,1.8,1.13,1.05, $ 11.14 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,336.765,60,5,0.8300750243,1.8,1.05,1.00, $ 528.33 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,201.16096,14,8,0.8300750243,1.8,1.13,1.10, $ 373.60 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,347.54148,43,6,0.6214222859,1.8,1.13,1.02, $ 448.07 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,143.01287,13,7,0.8300750243,1.8,1.05,1.05, $ 235.58 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,104.17264,29,4,0.6214222859,1.8,1.13,1.10, $ 144.84 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,291.863,52,5,0.8300750243,1.8,1.13,1.10, $ 542.05 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,86.21184,6,8,0.8300750243,1.8,1.05,1.01, $ 136.61 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,376.05425,67,5,0.6214222859,1.8,1.13,1.01, $ 480.08 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,301.74144,21,8,0.6214222859,1.8,1.05,1.00, $ 354.39 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,583.05247,53,7,0.6214222859,1.8,1.05,1.00, $ 684.79 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,347.9905,62,5,0.8300750243,1.8,1.13,1.05, $ 616.91 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,105.07068,52,3,0.8300750243,1.8,1.05,1.01, $ 166.49 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,161.6472,20,6,0.8300750243,1.8,1.05,1.00, $ 253.60 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,308.02772,28,7,0.8300750243,1.8,1.05,1.05, $ 507.41 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,581.92992,32,9,0.6214222859,1.8,1.05,1.05, $ 717.64 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,52.08632,58,2,0.8300750243,1.8,1.13,1.10, $ 96.74 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,341.03069,31,7,0.6214222859,1.8,1.13,1.02, $ 439.67 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,51.18828,57,2,0.6214222859,1.8,1.05,1.00, $ 60.12 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,416.69056,29,8,0.8300750243,1.8,1.2,1.05, $ 784.47 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,57.47456,4,8,0.6214222859,1.8,1.2,1.05, $ 81.00 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,605.05445,55,7,0.6214222859,1.8,1.2,1.10, $ 893.36 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,30.30885,15,3,0.6214222859,1.8,1.2,1.10, $ 44.75 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,179.608,32,5,0.6214222859,1.8,1.2,1.01, $ 243.49 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,48.49416,54,2,0.6214222859,1.8,1.05,1.01, $ 57.53 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,242.02178,22,7,0.6214222859,1.8,1.13,1.00, $ 305.91 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,89.804,16,5,0.8300750243,1.8,1.05,1.05, $ 147.93 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,420.28272,13,12,0.6214222859,1.8,1.05,1.05, $ 518.30 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,355.62384,11,12,0.6214222859,1.8,1.2,1.01, $ 482.12 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,106.64225,19,5,0.6214222859,1.8,1.05,1.02, $ 127.76 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,165.23936,46,4,0.8300750243,1.8,1.13,1.10, $ 306.88 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,22.451,4,5,0.6214222859,1.8,1.13,1.00, $ 28.38 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,516.14849,19,11,0.6214222859,1.8,1.2,1.05, $ 727.45 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,190.15997,7,11,0.8300750243,1.8,1.13,1.00, $ 321.06 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,96.98832,27,4,0.6214222859,1.8,1.05,1.10, $ 125.30 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,161.6472,5,12,0.6214222859,1.8,1.13,1.00, $ 204.32 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,8.9804,10,2,0.6214222859,1.8,1.05,1.01, $ 10.65 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,462.04158,42,7,0.8300750243,1.8,1.05,1.10, $ 797.36 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,154.46288,43,4,0.8300750243,1.8,1.05,1.02, $ 247.17 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,44.00396,4,7,0.6214222859,1.8,1.05,1.01, $ 52.20 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,28.73728,8,4,0.6214222859,1.8,1.2,1.00, $ 38.57 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,92.94714,46,3,0.8300750243,1.8,1.13,1.02, $ 160.07 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,493.24847,13,13,0.6214222859,1.8,1.05,1.10, $ 637.25 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,218.22372,27,6,0.8300750243,1.8,1.2,1.02, $ 399.09 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,26.26767,13,3,0.8300750243,1.8,1.05,1.01, $ 41.62 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,242.4708,30,6,0.8300750243,1.8,1.2,1.01, $ 439.09 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,82.61968,23,4,0.6214222859,1.8,1.05,1.10, $ 106.74 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,22.451,4,5,0.8300750243,1.8,1.05,1.10, $ 38.74 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,428.36508,53,6,0.8300750243,1.8,1.05,1.00, $ 672.04 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,24.24708,12,3,0.6214222859,1.8,1.2,1.10, $ 35.80 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,75.43536,21,4,0.6214222859,1.8,1.2,1.00, $ 101.25 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,13.4706,15,2,0.6214222859,1.8,1.05,1.10, $ 17.40 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,549.60048,68,6,0.8300750243,1.8,1.2,1.00, $ 985.41 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,218.22372,12,9,0.8300750243,1.8,1.13,1.00, $ 368.44 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,398.50525,71,5,0.8300750243,1.8,1.05,1.10, $ 687.71 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,201.16096,14,8,0.6214222859,1.8,1.2,1.05, $ 283.51 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,418.26213,23,9,0.6214222859,1.8,1.2,1.00, $ 561.42 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,517.27104,64,6,0.6214222859,1.8,1.2,1.10, $ 763.75 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,113.15304,56,3,0.6214222859,1.8,1.2,1.02, $ 154.92 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,255.04336,71,4,0.6214222859,1.8,1.13,1.02, $ 328.82 
X,1,0,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,476.85924,59,6,0.6214222859,1.8,1.2,1.00, $ 640.07 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,39.51376,11,4,0.6214222859,1.8,1.05,1.05, $ 48.73 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,303.0885,54,5,0.8300750243,1.8,1.2,1.10, $ 597.77 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,61.74025,11,5,0.8300750243,1.8,1.13,1.05, $ 109.45 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,345.52089,19,9,0.8300750243,1.8,1.2,1.10, $ 681.46 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,169.72956,21,6,0.6214222859,1.8,1.13,1.01, $ 216.68 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,468.77688,58,6,0.6214222859,1.8,1.05,1.02, $ 561.58 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,286.02574,26,7,0.8300750243,1.8,1.13,1.00, $ 482.92 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,16.16472,18,2,0.6214222859,1.8,1.05,1.01, $ 19.18 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,198.01782,18,7,0.8300750243,1.8,1.2,1.00, $ 355.04 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,78.5785,14,5,0.8300750243,1.8,1.2,1.00, $ 140.89 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,230.12275,41,5,0.8300750243,1.8,1.05,1.02, $ 368.25 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,185.89428,23,6,0.8300750243,1.8,1.13,1.01, $ 317.00 
X,1,0,0,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,136.50208,38,4,0.6214222859,1.8,1.13,1.01, $ 174.26 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,204.75312,57,4,0.6214222859,1.8,1.05,1.01, $ 242.88 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,135.37953,67,3,0.8300750243,1.8,1.05,1.05, $ 223.01 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,247.85904,69,4,0.8300750243,1.8,1.13,1.02, $ 426.85 
X,1,0,0,F22,0,1,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,345.52089,19,9,0.8300750243,1.8,1.13,1.01, $ 589.20 
X,1,0,0,4130,1,0,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,589.11424,41,8,0.6214222859,1.8,1.05,1.10, $ 761.10 
X,1,0,0,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,517.27104,16,12,0.8300750243,1.8,1.05,1.00, $ 811.52 
X,1,0,0,F22,0,1,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,70.72065,35,3,0.8300750243,1.8,1.2,1.00, $ 126.80 
