Part Family,X,Y,Z,Material,4130,F22,Threading Type,JFE Lion,TenarisHydril Blue®,VAM TOP®,Coating Type,Phosphating,Xylan Coating,Ni Plating,Cu Plating,Carbide Coating,Weight (lbs),Length (inches),Diameter (inches),RM Cost/Lb,Alpha,Beta,Gamma,Price
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,501.10632,62,6,0.6214222859,1.4,1.8,1.3, $ 980.91 
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,1707.39855,45,13,0.6214222859,1.7,1.8,1.7," $ 3,342.20 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,58.3726,65,2,0.6214222859,1.2,1.0,1.1, $ 114.26 
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,48.49416,6,6,0.6214222859,1.1,1.5,1.5, $ 94.93 
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,246.961,11,10,0.6214222859,1.6,1.2,1.1, $ 483.42 
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,86.21184,24,4,0.6214222859,1.4,1.4,1.2, $ 168.76 
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,24.24708,12,3,0.8300750243,1.8,1.9,1.6, $ 63.40 
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,56.57652,63,2,0.6214222859,1.4,1.6,1.0, $ 110.75 
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,211.93744,59,4,0.6214222859,1.3,1.0,1.3, $ 414.86 
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,418.26213,23,9,0.8300750243,1.0,1.9,1.2," $ 1,093.65 "
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,2332.20988,53,14,0.8300750243,1.2,1.1,1.8," $ 6,098.11 "
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,3637.062,72,15,0.6214222859,2.0,1.5,1.3," $ 7,119.48 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,298.82281,11,11,0.6214222859,1.1,1.7,1.5, $ 584.94 
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,179.608,50,4,0.8300750243,1.7,1.8,1.4, $ 469.63 
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,154.01386,14,7,0.6214222859,1.9,1.0,1.4, $ 301.48 
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,373.58464,26,8,0.6214222859,1.8,1.3,2.0, $ 731.28 
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,460.69452,57,6,0.6214222859,1.1,1.2,1.1, $ 901.80 
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,709.22709,39,9,0.8300750243,1.3,1.2,2.0," $ 1,854.44 "
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,323.2944,10,12,0.8300750243,1.4,1.4,1.7, $ 845.33 
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,20.2059,10,3,0.8300750243,1.3,1.2,1.6, $ 52.83 
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,39.28925,7,5,0.8300750243,1.9,1.4,1.2, $ 102.73 
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,840.56544,26,12,0.6214222859,1.8,1.6,1.1," $ 1,645.39 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,2816.25344,49,16,0.6214222859,1.8,1.6,1.4," $ 5,512.76 "
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,1648.80144,51,12,0.8300750243,1.6,1.3,2.0," $ 4,311.18 "
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,14.36864,16,2,0.8300750243,1.5,1.0,1.3, $ 37.57 
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,185.89428,23,6,0.6214222859,1.9,1.3,1.2, $ 363.88 
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,833.38112,58,8,0.6214222859,1.3,1.7,1.6," $ 1,631.33 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,597.64562,22,11,0.6214222859,1.7,1.6,1.1," $ 1,169.88 "
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,1369.511,61,10,0.8300750243,1.8,2.0,1.1," $ 3,580.91 "
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,303.0885,6,15,0.6214222859,1.1,1.5,1.9, $ 593.29 
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,1711.43973,63,11,0.6214222859,1.5,1.2,1.1," $ 3,350.11 "
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,1196.18928,37,12,0.8300750243,1.2,1.3,1.8," $ 3,127.72 "
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,632.22016,44,8,0.8300750243,1.4,1.4,1.7," $ 1,653.09 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,48.49416,54,2,0.6214222859,1.2,1.8,1.4, $ 94.93 
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,5.38824,6,2,0.6214222859,1.8,1.0,1.1, $ 10.55 
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,2873.728,50,16,0.6214222859,1.6,1.8,1.5," $ 5,625.27 "
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,1907.43696,59,12,0.8300750243,1.3,1.7,1.7," $ 4,987.44 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,16.16472,18,2,0.6214222859,1.7,1.6,1.2, $ 31.64 
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,1521.27976,56,11,0.6214222859,1.3,1.1,1.8," $ 2,977.88 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,38.39121,19,3,0.6214222859,1.4,1.8,1.3, $ 75.15 
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,418.26213,23,9,0.8300750243,1.2,2.0,1.4," $ 1,093.65 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,781.07029,71,7,0.6214222859,1.6,1.9,1.6," $ 1,528.93 "
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,299.04732,37,6,0.8300750243,1.8,1.2,1.3, $ 781.93 
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,2011.6096,35,16,0.6214222859,1.9,1.3,1.1," $ 3,937.69 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,185.22075,33,5,0.6214222859,1.8,1.6,1.7, $ 362.57 
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,158.05504,11,8,0.6214222859,1.5,1.4,1.2, $ 309.39 
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,100.58048,28,4,0.8300750243,1.3,1.4,1.4, $ 262.99 
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,1609.28768,28,16,0.6214222859,1.5,1.9,1.3," $ 3,150.15 "
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,58.3726,65,2,0.8300750243,1.2,1.2,1.4, $ 152.63 
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,1602.77689,59,11,0.6214222859,1.4,1.1,1.8," $ 3,137.40 "
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,161.6472,20,6,0.8300750243,1.3,1.6,1.2, $ 422.66 
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,748.06732,17,14,0.6214222859,1.7,1.4,1.4," $ 1,464.33 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,364.82875,65,5,0.6214222859,1.5,1.5,1.2, $ 714.15 
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,3276.04992,57,16,0.6214222859,1.3,1.2,1.7," $ 6,412.80 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,218.89725,39,5,0.6214222859,1.2,1.2,1.2, $ 428.49 
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,157.157,28,5,0.6214222859,1.5,1.6,1.1, $ 307.63 
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,614.25936,19,12,0.6214222859,1.0,1.5,1.2," $ 1,202.40 "
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,376.05425,67,5,0.8300750243,1.1,1.9,1.5, $ 983.28 
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,90.92655,45,3,0.8300750243,1.8,1.9,1.3, $ 237.75 
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,145.48248,8,9,0.8300750243,1.2,1.3,1.3, $ 380.40 
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,924.08316,21,14,0.6214222859,1.5,1.2,1.0," $ 1,808.87 "
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,1324.609,59,10,0.8300750243,1.8,1.0,1.2," $ 3,463.50 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,1571.57,70,10,0.6214222859,1.0,1.1,1.3," $ 3,076.32 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,2528.88064,44,16,0.6214222859,1.7,1.4,1.8," $ 4,950.23 "
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,1810.44864,56,12,0.6214222859,1.8,1.3,1.9," $ 3,543.92 "
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,263.79925,47,5,0.8300750243,1.2,1.3,1.6, $ 689.77 
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,959.78025,19,15,0.8300750243,1.3,1.5,1.5," $ 2,509.57 "
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,78.80301,39,3,0.8300750243,2.0,1.5,1.1, $ 206.05 
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,3276.04992,57,16,0.6214222859,1.7,1.7,1.4," $ 6,412.80 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,969.8832,30,12,0.6214222859,1.6,1.9,1.9," $ 1,898.53 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,2071.10475,41,15,0.6214222859,1.0,1.8,2.0," $ 4,054.15 "
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,1391.962,62,10,0.6214222859,1.3,1.7,1.7," $ 2,724.74 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,303.53752,8,13,0.6214222859,1.3,1.5,1.5, $ 594.17 
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,1548.44547,57,11,0.8300750243,2.0,1.5,1.7," $ 4,048.78 "
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,17.9608,20,2,0.8300750243,1.2,1.2,1.5, $ 46.96 
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,920.491,41,10,0.8300750243,1.4,1.0,1.4," $ 2,406.84 "
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,740.883,33,10,0.8300750243,1.4,1.8,1.5," $ 1,937.21 "
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,1249.62266,46,11,0.6214222859,1.8,1.4,1.6," $ 2,446.11 "
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,299.04732,37,6,0.6214222859,1.5,1.5,1.5, $ 585.38 
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,656.69175,13,15,0.8300750243,1.3,1.8,1.5," $ 1,717.08 "
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,189.71095,5,13,0.8300750243,2.0,1.5,1.8, $ 496.04 
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,880.0792,20,14,0.6214222859,1.7,1.5,1.4," $ 1,722.74 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,286.02574,26,7,0.6214222859,1.9,1.5,1.9, $ 559.89 
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,2816.25344,64,14,0.8300750243,1.2,2.0,1.3," $ 7,363.76 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,704.06336,16,14,0.6214222859,1.1,1.9,1.9," $ 1,378.19 "
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,86.88537,43,3,0.6214222859,1.4,1.1,1.2, $ 170.08 
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,71.8432,20,4,0.6214222859,1.6,1.8,1.9, $ 140.63 
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,218.22372,27,6,0.6214222859,1.5,1.7,1.3, $ 427.17 
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,347.9905,62,5,0.8300750243,1.1,1.4,1.8, $ 909.90 
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,1182.04515,65,9,0.8300750243,1.3,1.4,1.7," $ 3,090.74 "
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,581.92992,18,12,0.6214222859,1.3,2.0,1.3," $ 1,139.12 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,472.81806,26,9,0.6214222859,1.3,1.2,2.0, $ 925.53 
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,35.02356,39,2,0.8300750243,1.9,1.8,1.8, $ 91.58 
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,400.07682,22,9,0.8300750243,1.9,1.8,1.3," $ 1,046.10 "
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,2586.3552,45,16,0.6214222859,1.2,1.8,1.4," $ 5,062.74 "
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,147.27856,41,4,0.8300750243,1.8,1.6,1.3, $ 385.09 
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,574.7456,40,8,0.6214222859,1.8,1.8,2.0," $ 1,125.05 "
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,1144.10296,26,14,0.6214222859,1.8,1.4,1.1," $ 2,239.56 "
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,407.03663,37,7,0.8300750243,1.9,1.7,1.2," $ 1,064.29 "
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,606.177,12,15,0.8300750243,1.3,1.3,1.0," $ 1,584.99 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,359.216,25,8,0.6214222859,1.8,1.1,2.0, $ 703.16 
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,163.66779,9,9,0.8300750243,1.9,1.3,1.1, $ 427.95 
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,3333.52448,58,16,0.8300750243,1.2,1.4,1.4," $ 8,716.29 "
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,1249.62266,46,11,0.8300750243,1.9,1.9,1.8," $ 3,267.43 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,250.55316,31,6,0.6214222859,1.9,1.8,1.4, $ 490.45 
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,39.51376,44,2,0.8300750243,1.0,1.6,1.8, $ 103.32 
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,2758.77888,48,16,0.8300750243,1.4,1.8,1.3," $ 7,213.48 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,891.08019,49,9,0.6214222859,1.8,1.4,1.3," $ 1,744.27 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,404.118,72,5,0.6214222859,1.6,1.7,1.7, $ 791.05 
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,140.31875,25,5,0.8300750243,1.7,1.6,1.6, $ 366.90 
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,64.65888,8,6,0.6214222859,2.0,1.3,1.7, $ 126.57 
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,218.22372,12,9,0.6214222859,1.7,2.0,1.9, $ 427.17 
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Xylan Coating,0,1,0,0,0,24.24708,27,2,0.8300750243,1.8,1.6,1.4, $ 63.40 
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,1167.452,52,10,0.6214222859,1.4,1.3,1.8," $ 2,285.26 "
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,963.82143,53,9,0.8300750243,1.9,1.8,1.5," $ 2,520.14 "
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,198.01782,18,7,0.8300750243,1.8,1.1,1.3, $ 517.76 
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,461.81707,17,11,0.6214222859,1.5,1.8,1.7, $ 904.00 
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,517.27104,64,6,0.6214222859,1.6,1.2,1.1," $ 1,012.55 "
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,253.02277,23,7,0.8300750243,1.0,1.8,1.9, $ 661.59 
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,187.01683,17,7,0.8300750243,1.2,1.5,1.3, $ 489.00 
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,64.65888,18,4,0.8300750243,1.9,1.1,1.9, $ 169.07 
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,10.10295,5,3,0.6214222859,1.7,1.6,1.8, $ 19.78 
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,2273.16375,45,15,0.8300750243,1.1,1.8,1.5," $ 5,943.72 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,1842.77808,57,12,0.6214222859,1.9,1.7,1.2," $ 3,607.20 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,330.0297,30,7,0.6214222859,1.2,1.9,1.0, $ 646.03 
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,1054.74798,58,9,0.6214222859,1.3,1.4,1.4," $ 2,064.65 "
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,157.157,7,10,0.8300750243,1.6,1.5,1.3, $ 410.92 
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Ni Plating,0,0,1,0,0,436.44744,54,6,0.8300750243,1.5,1.6,1.8," $ 1,141.19 "
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,1260.84816,39,12,0.8300750243,1.9,1.4,1.1," $ 3,296.79 "
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Cu Plating,0,0,0,1,0,1024.43913,27,13,0.6214222859,1.0,1.6,1.3," $ 2,005.32 "
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Carbide Coating,0,0,0,0,1,31.4314,35,2,0.6214222859,1.1,1.9,1.3, $ 61.53 
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,1212.354,24,15,0.8300750243,1.9,1.8,1.9," $ 3,169.99 "
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Carbide Coating,0,0,0,0,1,1555.62979,41,13,0.8300750243,1.0,1.9,2.0," $ 4,067.56 "
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Phosphating,1,0,0,0,0,3080.2772,70,14,0.8300750243,1.6,1.4,1.7," $ 8,054.11 "
Y,0,1,0,F22,0,1,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,143.6864,10,8,0.8300750243,1.1,1.1,1.6, $ 375.70 
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,314.314,56,5,0.6214222859,1.4,1.1,1.5, $ 615.26 
Y,0,1,0,4130,1,0,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,600.11523,33,9,0.6214222859,1.4,1.4,2.0," $ 1,174.71 "
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Xylan Coating,0,1,0,0,0,1575.61118,58,11,0.8300750243,1.5,1.6,1.2," $ 4,119.81 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,549.60048,17,12,0.6214222859,1.5,1.1,1.0," $ 1,075.83 "
Y,0,1,0,4130,1,0,JFE Lion,1,0,0,Cu Plating,0,0,0,1,0,137.40012,68,3,0.6214222859,1.4,1.2,1.8, $ 268.96 
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Cu Plating,0,0,0,1,0,373.58464,26,8,0.8300750243,1.5,2.0,1.3, $ 976.83 
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Ni Plating,0,0,1,0,0,145.48248,8,9,0.8300750243,1.6,1.4,1.1, $ 380.40 
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Carbide Coating,0,0,0,0,1,133.35894,66,3,0.6214222859,1.8,2.0,1.8, $ 261.05 
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Xylan Coating,0,1,0,0,0,27.83924,31,2,0.8300750243,1.6,1.2,1.9, $ 72.79 
Y,0,1,0,F22,0,1,TenarisHydril Blue®,0,1,0,Phosphating,1,0,0,0,0,1100.099,49,10,0.8300750243,1.5,1.9,1.1," $ 2,876.47 "
Y,0,1,0,4130,1,0,VAM TOP®,0,0,1,Ni Plating,0,0,1,0,0,493.24847,13,13,0.6214222859,1.3,1.8,1.1, $ 965.52 
Y,0,1,0,F22,0,1,VAM TOP®,0,0,1,Phosphating,1,0,0,0,0,140.09424,39,4,0.8300750243,1.7,1.4,1.4, $ 366.31 
